file,page,text
output_mixed_4_redacted.pdf_ocr_output.csv,9,"Mouth breathing all the time may result in symptoms, such as: A feeling of not being able to breathe deeply, or get a big breath in. Dry mouth, bad breath, and/or gum disease. An annoying cough. Frequent chest infections. Difficulty in swallowing, eating, and drinking. Snoring and/or poor sleep. There are times when you may need to breathe through your mouth, such as: When your nose is blocked. When you are exercising. When you are feeling stressed or anxious. When the shape and size of your jaw, teeth or nose stop you from breathing through your nose. The nose: Acts as a filter, trapping small particles such as pollen and dust. Warms and humidifies the air, preventing dryness in the airways and lungs. Controls the speed of your breathing and in turn makes diaphragmatic breathing easier. Helps with speech and voice control. Helps with eating and drinking. Breathing with your Nose: If you find closing your mouth and breathing through your nose difficult - do not worry. You may only manage 2-3 breaths through your nose at a time. The more you practice nose breathing, the easier it will become. If you feel that you are breathing more through one nostril than the other - don't worry, this is normal. Our nose has a smart way of cleaning itself. While one nostril is going through the cleaning process, the other nostril does all the work. They swap every 90 minutes or so. Aim to practice breathing through your nose little and often. You may want to: Change the position you are in when practicing nose breathing (lying down, sitting on a chair, standing). Set yourself targets to increase the number of breaths you can manage. Set yourself targets to increase the length of time you can manage to breathe through your nose. If your nose is blocked, and has been blocked for some time, speak to your GP. Things that may help include: Humming a song for 1-2 minutes a day Nose sprays Sinus clearing medication Nasal Rinsing. You can find about more about this here: https://www.nhsinform.scot/illnesses-and- conditions/ears-nose-and-throat/allergic-rhinitis#treating-allergic-rhinitis 30 Long Covid Workbook"
output_mixed_4_redacted.pdf_ocr_output.csv,10,"04 | Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 05 Forewords Lambeth has long been It is this open heart and pioneering spirit, along I am truly honoured and We know we face major challenges when it comes with our geographical connectivity, our vibrant and to making these ambitions a reality, not least the the home of inspirational imaginative business community and passionate proud to share our vision entrenched inequities that persist across Lambeth, creativity and audacious voluntary sector that places Lambeth in an for Lambeth by 2030. despite good progress made to change this. That unparalleled position in London. is why we are tying all our ambitions together with a innovation. determination to be a borough of equity and justice But we cannot take our residents for granted. What This is the product of a series of fruitful conversations one that is fairer for our Black, Asian and Multi- From William Blake to Olive Morris, artists and came through in the hundreds of conversations, about the borough - what makes Lambeth unique, Ethnic residents, our LGBTQ+ residents, our disabled meetings, workshops and roundtables we have held what we want it to look and feel like by 2030, and residents, for women and girls, our faith communities activists have pushed the boundaries of what is what matters most to all of us who live, work, and possible and changed our borough for the better. in developing Our Future, Our Lambeth, is that whilst and those with lower socio-economic status. We our communities are generous and tough, whilst visit the borough. That means that whilst the Council will be relentless in our pursuit of more equitable We are a place of energy and ambition, a destination they possess incomparable levels of humanity and has held the pen on the Borough Plan, it really does for those who wish to make a difference. And we outcomes in all that we do together for Lambeth. resilience their strength is not boundless. belong to us all - residents, institutions, businesses, have long been a place of sanctuary, welcoming the voluntary and community sector - everyone who Lambeth 2030 is a plan for everyone - it will bind us communities from around the globe who have come It is incumbent upon us all to make the bold decisions has a stake in Lambeth. to make Lambeth their home. to work together, through cross-sector collaborations now, because the choices we make today will define and brave conversations, to realise our 3 bold the Lambeth we create for the next generation. As Chief Executive of Lambeth Council, I am ambitions. We have special ingredients in Lambeth We also recognise that we are not an equal borough. We have faced exceptionally challenging times the It is those challenges, both the ones we are grappling absolutely committed to improving the lives of every including world leading organisations, a vibrant Lambeth resident - and I am determined not to leave devastating cuts to public services, austerity Britain, with presently and the ones just around the corner, voluntary and community sector and passionate that Our Future, Our Lambeth seeks to address. anyone behind. Lambeth faces distinct challenges, residents - which by working in partnership, can Brexit, the pandemic and the ongoing cost of living both now and in the future - and we know the make a real difference. crisis. The impacts are not felt equally and have We have a wonderful opportunity to transform impacts of these challenges are felt differently across exacerbated the chronic stresses of poverty, racism and reshape our neighbourhoods and equip our our diverse neighbourhoods and communities. I want to thank you - our residents and partners - and inequality that affect SO many in our community. communities to overcome future obstacles and for your involvement in shaping Lambeth 2030. | am enable us all to thrive. So, the Lambeth that we see Collectively, we have to rise to these challenges and continually struck by the pride people have for their We saw during the coronavirus pandemic the in 2030 is one that is healthier, safer and sustainable, be courageous to overcome them - not being afraid local community and for Lambeth and share your remarkable collective response of our borough when the Council, businesses, voluntary and community and is active in tearing down deep-rooted inequalities. to do things differently to deliver greater impact for passion and drive to be one of the best boroughs in ourselves, our friends, families and neighbours. London. Lambeth 2030 is the first step towards our organisations and residents came together as one Our Future, Our Lambeth is the beginning of us future. and carried us through the toughest of times. Our taking that bold action, being brave in the face of an Lambeth 2030 is a vision for the best borough we can partnership working and genuine collaboration is our uncertain future, and, together, creating a more just be by 2030. That is a borough with social and climate Let's do this together. core strength. And what is unique about Lambeth and equitable Lambeth for us all. justice at its heart. A borough that is safer, fit for the is our diversity which forms the bedrock of that future, and which everyone can have the opportunity collective power. to call home. We are the home of Windrush. We are home to London's largest LGBTQ+ community. We are home to the largest Portuguese-speaking community in London and increasingly are welcoming more of the Latin American community who are making Lambeth their home. It is these foundations, being a place of sanctuary and possessing a deeply welcoming, Bayo Dosunmu Councillor Claire Holland Chief Executive - Lambeth Council collective, community spirit, an aspiring borough Leader of Lambeth Council thirsty to achieve, which continues to see us through the challenges that are placed before us."
output_mixed_4_redacted.pdf_ocr_output.csv,11,"THE BOOK COLLECTOR the réduction had been published (Bonnier said) in something called Le National, of which I had not heard, after which it was reprinted in Brussels : den svenska öfversättningen har blifvit lagd till grund en fransysk bear- betning af boken, hvilken varit inford i följetongen till >>Le National och sedermera blifvit tvenne ganger aftryckt i Brussel;6 'The Swedish translation is based on a French adaptation of the book, which has been presented in Le National in feuilletons and printed twice since then in Brussels.' This had come as quite a surprise to me - although in a larger sense it was no surprise at all - because the Bronte experts are unanimous in saying that the first Jane Eyre in French was indeed this same abridgement by 'Old Nick' and that it was first published not in Paris but at Brussels, in a Belgian monthly called Revue de Paris dated April-June 1849.7 7 Paris is not mentioned, nor Le National. This account had always struck me as odd, or suspect at least. After all, the translator was a Frenchman who had spent and would 6. A. Bonnier, 'Reklamation [Complaint]', Aftonbladet (Stockholm) 29 April 1850, p. [3]. It has not been noticed previously that Bonnier's Jane Eyre appeared in two distinct issues, both I) as a weekly serial (periodical) Europeiska foljetongen. Tidskrift for utlandsk roman-literatur, 9-23 February 1850 sold by subscription only, and also 2) as a mono- graph in series, in book form, on or before I3 March 1850, bound in printed boards and priced 32 skillingar banco. Only one copy is known of the latter, and it seems to be a considerable discovery, not only in Bronte studies but in Swedish publishing his- tory more generally. Bonnier's bibliographer, notably, knows of no such edition of anything published by Bonnier; and yet the lower cover of Jane Eyre lists thirty other titles in the same series, and there is good evidence of the series in contemporary adver- tisements. Gunnel Furuland Bibliografi over svenska skönlitterära haftesserier 1833-1851 (2006) and Romanen som vardagsvara (2007), also Furuland to Dillon 20 December 2017 - 2 February 2018. 7. e.g. Emile Langlois, 'Early Critics and Translators of Jane Eyre in France', Bronte Society Transactions, vol. 16, no. I (1971), pp. II-I8, at p. I3; Inga-Stina Ewbank, 'Reading the Brontes abroad: A study in the transmission of Victorian novels in con- tinental Europe', in Maureen Bell et al, eds, Re-constructing the Book : Literary Texts in Transmission (2001, 2018) pp. [84]-98, at p. 87; Christine Alexander, The Oxford Companion to the Brontes (2003, 2018) p. 5II; Christopher Heywood, 'Vigny's Kitty Bell, Eugène Sue's Mathilde, and ""Kitty Bell"", Bronte Studies, vol. 35, no. I (2010), pp. 40-56, at p. 5I Helen MacEwan, Through Belgian Eyes: Charlotte Bronte's Troubled Brussels Legacy (Sussex Academic Press, 2017), p- 243. 12"
output_mixed_4_redacted.pdf_ocr_output.csv,12,FLIGHT PLAN MCC-H 2353 CST NOTES 27:00 DAP LOAD STATUS (21101) (_ 1111) :20 :40 S T 28:00 REST PERIOD D (8 HOURS) PTC N :20 :40 29:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 27:00 - 29:00 2/TLC 3-27
output_mixed_4_redacted.pdf_ocr_output.csv,13,EARTH ALTERNATE FLIGHT PLAN 1253 CST 40:00 T 44:00 I EAT REV 25 I I 41:00 45:00 REV 28 I 42:00 LASER ALT 46:00 REST LASER ALT ENGR TEST 8 HR ENGR TEST REV 26 I REST 8 HR 43:00 47:00 REV 29 REV 27 44:00 48:00 I MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 40:00 - 48:00 2/25-29 6-8 FLIGHT PLANNING BRANCH
output_mixed_4_redacted.pdf_ocr_output.csv,14,"THE BOOK COLLECTOR qualifications. First up, on 22 November, was The John Golden Library Book Illustration in the Age of Scientific Discovery. Just six of the fifty lots offered were unsold, although most of the books were hammered below estimate. Judging from the impressive provenances recorded in the online catalogue, Golden seems to have acquired most of his collec- tion during the frothy period when the trade and London houses were goading Sh. Saud into pushing natural history into the stratosphere. Five works reached six figures (all prices are given, according to The Book Collector's policy, without buyer's premium) : a fine set, with the usually lacking text, of Audubon's Viviparous Quadrupeds of North America at $230,000; the Doheny copy of Thornton's Temple of Flora at $120,000; Harmonia Macrocosmica by Cellarius at $110,000; a very nice second edition of Catesby's Natural History of Carolina &c. at just $100,000, the same price it achieved when last in the rooms in the Pflaumer sale, 1997, and well below the pre-sale estimate of $180,000-$250,000; and, inexplicably, $110,000 for an unpleasant copy of the Wied-Neuwied/ Bodmer Reise in das innere Nord-America, commendably described by Sotheby's as 'a later compiled set'. The next sale on Sotheby's schedule closed on 9 December. Marketed as the 'Age of Wonder' this online auction presented a group of diverse properties, evidently from a number of different consignors, under a the- matic umbrella seemingly intended to mimic the aura of a single-owner sale. While only half of the forty-four lots offered were sold, one of those was a heavily promoted holograph leaf by Charles Darwin summarising his theory of natural selection that made $700,000, about half the total of the sale and an auction record for the naturalist. It is worth noting that two days before the closing of Age of Wonder, Christie's New York closed an online sale of Fine Books and Manuscripts. The Christie's sale offered 200 more lots than Age of Wonder and sold 166 more lots than the Sotheby's auction, but achieved a total hammer price of only about $100,000 more-call it an extra $600 for every additional lot sold. Which was the more successful sale? Or are they like unhappy families: each successful (or unsuccessful) in its own way? A week later came Sotheby's online auction of Fine Books and Manuscripts, I9I lots with a sell-through rate of 70%, which contributed some $2,342,000 to its three-sale total of more than $5,536,000. The sale was buoyed by a decade of colour-plate works, chiefly by John Gould, from the Carnegie Museum of Natural History. Mostly offered as guar- 160"
output_mixed_4_redacted.pdf_ocr_output.csv,15,"Lambeth 2036 OUR FUTURE, OUR LAMBETH CONNECTIVITY SOUTHBANK CENTRE R1TZY DIVERSITY Lambeth"
output_mixed_4_redacted.pdf_ocr_output.csv,16,"Activity This section of the workbook will look at activity and Long Covid and will recommend various tools which can be used to assess how much activity and exercise you can handle and gives examples of exercises to get you started. This is often called 'pacing'. Pacing can difficult. Learning to recognise how much energy to have, where your limits are, and if you can push these limits, can be confusing. Gentle activity is a good place to start, and you can increase your activity in line with how your body feels and set realistic goals. These goals can be large or small and should be manageable for you. An example of this is walking to visit your neighbour, sitting in the garden, or following an at-home yoga tutorial online. Whilst some of these examples will be achievable for some people living with Long Covid, they will not be for others. Make sure to tailor your activity to your own capabilities. Before you exercise, you must make sure that you are safe to exercise. If you are not sure, speak to your GP or another healthcare professional. Make sure that you are resting before you reach your limit, and make time to rest every day, not only on your 'bad days'. What is exercise tolerance? Exercise tolerance is how much you can exercise before you have to stop. This will help you manage your daily activities. The things that will make you stop are: feeling breathless, fatigue (extreme tiredness) and/or pain. We want you to stop before you are feeling breathless or fatigued. Poor exercise tolerance will happen if you have not been moving about for a long time or if you have been unwell. This means that you are not able to do as much as you used to be able to. Problems with your heart, lungs, nerves, bones or muscles can stop you from being able to exercise. This can make you feel breathless when you are walking, or going up and down stairs. You may also be weaker than you were before and feel more tired during or after activity. Safe rehabilitation can make you fitter and stronger. A good way to start exercising is a walking (or stepping) program. The starting level will vary between people. Things that can make you less fit are: Older age Other illnesses Obesity Bad diet Long Covid symptoms Smoking Long Covid Workbook 21"
output_mixed_4_redacted.pdf_ocr_output.csv,17,"32 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 33 Our 2030 3 - Making Lambeth A Place We Can All Call Home ambition By 2030, Lambeth will be a lifelong borough, with the best conditions to grow up and age well, where everyone can contribute to an inclusive economy, and have a place to call home. Lambeth - forever radical, always welcoming and thrive. To deliver this, we are committed to becoming constantly creative. This is the reputation we have an accredited UNICEF Child Friendly borough a built together throughout our history and is the place where children's rights and voices are at the foundation of our ambition to make Lambeth the heart of everything we do and have worked with over best place for children and young people to develop 1,500 children and young people and community and for older people to enjoy their later years. It groups across the borough to listen to their priorities is also the spirit that will enable us to ensure that and concerns. for life in between, everyone is able to access the many opportunities that exist in Lambeth, as well as We will take a rights-based approach underpinned fundamental basic rights - good quality education, by equity and inclusion, making sure that all children employment, housing, and access to healthcare. and young people, regardless of their background, culture, ability or anything else, feel welcome in Across the borough, we have distinct places with Lambeth, have the right opportunities to grow, their own unique identities, communities, and assets. learn, explore and have fun, and are protected from SANCTUARY We are home to world class institutions and cultural discrimination and harm. This includes addressing the clusters, with historic venues and green spaces needs of all children and young people with special adding to the Lambeth offer. We have thriving educational needs and/or disabilities. By continuing businesses and great potential for future growth, and to invest in local specialist provision, we aim to offer a vibrant community sector with local expertise. Yet a mixed economy of inclusive mainstream schools, we know there is more to do to ensure that everyone specialist resource bases, special schools and can benefit from the strengths Lambeth has to offer in specialist colleges within Lambeth. This will support order to build and sustain the best life possible. us to ensure that, as far as possible, all our children and young people can be educated within their Making Lambeth the best local community. We will also continue work with all partners working together in the Lambeth local area place to grow up to make sure our schools and neighbourhoods are fully inclusive and supportive for children with SEND We are committed to making Lambeth the best and their families. Alongside this is our continued place to grow up and Lambeth being the place drive to further improve educational settings, options where families want to send their children to school. and standards so that all children and young people This recognises that the best start in life is crucial to benefit from high quality and inclusive access support lifelong prosperity, allowing each individual to to education."
output_mixed_4_redacted.pdf_ocr_output.csv,18,"READER, I FOUND IT: THE FIRST JANE EYRE IN FRENCH lations' of Forgues's work into Spanish and Swedish as we know, and into Polish as well, in 1865:27 Thus, Forgues was responsible for spreading Jane Eyre from La Paz in Bolivia to Warsaw in Poland. Moreover, Le National heralds a positive fashion in publishing Jane Eyre not in book form as we know it, but in daily or weekly newspa- pers en feuilleton in instalments: Le National was the first, and it was followed quickly by Danish 1850,28 Spanish 1850-51,25 29 Polish 1865 and 1880-81,30 and then in Spanish again, complete, in 1882-83.31 No doubt there are others; there's some good sleuthing ahead. A final note may be in order here on the rarity of Jane Eyre in Le National. By consulting the relevant union catalogues, and by cor- responding with the libraries whose holdings include Le National April-June 1849, I was able to find five other sets of Forgues's Jane Eyre en feuilleton. All of these are in France, and all are in perma- nent collections. At the moment mine seems to be the only one in private hands. Reader, can you find me another? 27. 'Joanna Eyre: Powiesc Panny Bronte [sic] (Currer Bell), Z angielskiego', Dodatek do nru 9[-34] Tygodnika Mód (Warsaw), 20 March - 26 August 1865. The translator was Marya Falenska. Spanish and Swedish as above. 28. Morgenposten (Copenhagen), I February - I3 June 1850. 29. Diario de la Marina (Havana), 29 December 1850- - II February 1851. La Época (La Paz) 1851. 30. 'Janina: Powiesc Z angielskiego przez Currer Bell, przeklad E. Dobrzanskiej', Tydzier (Piotrkow Trybunalski) Dodatek (supplement) 19 September 1880 - 28 August 1881. 31. 'Juana Eyre; ó, Memorias de una institutriz: Novela inglesa', El Globo (Madrid), 9 September 1882-7 February 1883. 19"
output_mixed_4_redacted.pdf_ocr_output.csv,19,"READING HORACE WALPOLE two copies of volume 9, one of them interleaved with a blank page for each printed one. His copy of volume IO has similar blank pages, making it as thick as the second copy of volume 9. The interleaved pages are not the thick, creamy stock Yale used for the printed leaves, but they still swell the volumes. The regular-sized volume 9 is I 7/8 inches thick; interleaved, it is 2 3/4 inches. The spine of my volume IO is 3 1/4 inches across. Presumably the intention was to al- low Brown, as assistant on both these volumes, to make annotations and corrections for a possible revised edition. The interleaved pages are clean, however. There is one newspaper clipping inserted in vol- ume 20, a 1961 TLS review of the three Walpole volumes published in the previous year, but no other little surprises. I began reading my new purchase soon after it landed, usually al- ternating between Walpole and something unrelated. The volumes are not strictly chronological, the Yale editors having determined that it made more sense to organise them by correspondent (or groups of correspondents) : antiquaries, Eton friends, Walpole's architectural committee, society ladies and the Walpole family, for example. Walpole compartmentalised the content of his letters according to the person he was writing to, SO this arrangement gives a better picture of the range of his interests and the nature of his relations with individual recipients. Early on, Walpole realised he was in a unique position to document the public and private history of his times, and he routinely asked to get his letters back from their recipients, SO he could preserve, edit, annotate and sometimes sup- press them. I enjoyed the snarky comments about the Society of Antiquaries in the letters to and from the Revd. William Cole. The six volumes of the mostly one-sided correspondence with the marquise du Deffand were good for my French, but made for slower progress. (Walpole had almost of his letters to madame du Deffand de- stroyed after his death, for reasons that are unclear: he may have thought that a friendship with a blind lady twenty years his senior might expose him to ridicule, been embarrassed by his French (which was actually quite good, judging by what does survive) or worried he had been unkind - even cruel - to his friend.) The Chatterton volume places Walpole in a largely unflattering light: 83"
output_mixed_4_redacted.pdf_ocr_output.csv,20,"THE BOOK COLLECTOR connection with John Ruskin, who to a large extent got Proust started. It is said, correctly, in the catalogue that no other exhibition had previously mined this rich seam. In our own way, bibliophilically, we will soon be travelling the same route with an article on the books that form such an important part of the novels of Dostoievsky. You'd have to have been quick to catch this exhibition at Suffolk Archives at The Hold, Ipswich, IP4 ILR, which lasted only until the beginning of January this year. W. S. COWELL started as a general printing house but reinvented itself as a progressive art printer in the 1930s. It specialised in co- lour-plate lithography and pioneered an acetate-sheet-based process called Plasticowell. This enabled Cowells to play a significant role in the history of printing in Ipswich and of children's books in Britain and beyond. The firm was instrumental in launching Puffin Picture Books at the outbreak of World War II, and worked with illustrators and artists such as Kathleen Hale (Orlando the Marmalade Cat), Edward Ardizzone, Hilary Stebbing, Pablo Picasso, Eric Ravilious and David Gentleman. The exhibition fo- cused on the colour children's book and contained, we're told, some really beautiful exhibits. We gladly report a couple of significant appointments. MOLLY SCHWARTZBURG has moved to Harvard and was named Philip Hofer Curator of Printing and Graphic Arts at the Houghton Library in October 2022. She was formerly curator of special collections at the University of Virginia. JAMIE CUMBY, Book Collector contributor and former assistant curator of rare books and manuscripts at Linda Hall Library, Kansas City, will take up the position of Librarian of the Grolier Club in spring 2023. We send congratulations and good wishes to them both. Weheard the very sad news of the death of JOHN CRITCHLEY in December 2022. John was a much liked and respected secretary of the Antiquarian Booksellers' Association for many years and more recently the secretary of the Friends of Lambeth Palace Library. A former RN submariner, he remained reassuringly unruffled at even the most lively committee meetings and we learn he had recently been researching a forthcoming Lambeth Friends trip to Strasbourg, Sélestat and Colmar, in characteristic and meticulous detail - library by library, restaurant by restaurant. Such cheerful attention to detail was John's style, to the great benefit of SO many 142"
output_mixed_4_redacted.pdf_ocr_output.csv,21,LM FLIGHT PLAN MCC-H 1353 CST CDR LMP NOTES 161:00 :10 BATTERY MGT -1:30 PWR AMP - ON BATS 3 & 4 - ON BAT L (LMP) - ON; (CDR)-OFF/RESET BATS 1 & 2 - OFF/RESET :20 PWR AMP - OFF (ON MCC-H CUE) CABIN PREP FOR EVA-3 -1:15 - T 161:30 D EQUIPMENT PREP FOR EVA-3 N CSM REV 38 :40 -1:00 PLSS DONNING :50 -0:45 GDS 210' AOS 162:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 161:00 - 162:00 8/37-38 3-222 FLIGHT PLANNING BRANCH
output_mixed_4_redacted.pdf_ocr_output.csv,22,"CSM FLIGHT PLAN 113:00 SIM EXP STATUS (11101) V49 MNVR TO P52/COAS CAL ATT (113:10) (*0000) (_1111) (180,284,338) HGA P -33, Y 2 (21000) PURPOSE PDH PAD LM TOUCHDOWN (113:02) GETI HRS 0 I PDI MIN 0 o N33 0 SEC 0 P52 IMU REALIGN N71: CONFIRM STAY/NO STAY FOR T1 PURPOSE PDI ABORTEARLYPAD NO5: CUE: GETI HRS 0 0 N93: HGA AUTO TPI MIN + 0 0 0 CMDS: X N37 DSE DUMP PURPOSE NO PDI,+12 ABORT SEC + 0 :10 Y GETI HRS + 0 0 P52 (OPTION 3) E N33 (LDG SITE ORIENT) 2 MIN + 0 0 CONFIRM STAY/NO STAY FOR T2 SEC + 0 PURPOSE PDIABORT LATE PAD GET . N84 AVX GETI HRS + 0 0 LOCAL REPORT: GYRO TORQUING ANGLES F AVY K TPI VERT MIN GDC ALIGN + 0 0 0 N37 AVZ SEC 0 CSM G&C CHECKLIST GETI HRS + 0 0 P52 (COAS CALIB) PAGE G/7-6 G CSI MIN + 0 0 0 USE STAR 16 (PROCYON) N11 V44 (SET LUNAR SURFACE FLAG) SEC + 0 INHIBIT ALL JETS EXCEPT A1&C2 OR D1882,A3,C4,83,D4 PURPOSE T 2-1 ABORT PAD GETI HRS + 0 0 GETI HRS + 0 0 H TPI P20 OPT 5 (+X FWD SIM ATT) (113:35) MIN + 0 0 0 N37 L T2 MIN 0 0 :20 N78 (+090.00) (+052.25) COAS CALIB - N92 SEC + 0 (P20) SEC 0 (0.5°DB) (+180.00) N79 (+000.50) SHAFT: GETI HRS 0 0 HGA P -24 Y 173 TPI TRUN: M N37 MIN + 0 0 0 UPDATE: SEC 0 PAN CAMERA PHOTO PAD (114:10) PURPOSE T3 ABORT PAD GETI HRS RNDZ XPNDR - OFF + o 0 N T3 MIN + 0 0 0 EXT LIGHTS RUN/EVA - OFF CMDS: SEC + 0 PCM BIT RATE - HIGH 113:30 MISSION EDITION DATE PAGE APOLLO 17 FINAL (12/6) 10/23/72 3-125"
output_mixed_4_redacted.pdf_ocr_output.csv,23,"12 I Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Our Previous Borough Plan About the Borough Plan 2018-22 Our previous Borough Plan was formed around The global covid-19 pandemic required unpredictable five pillars: action and unparalleled levels of partnership working to protect the most vulnerable and support 1. Enable sustainable growth and development businesses and jobs. The pandemic brought our local 2. Increase community resilience government, public health team, local NHS and the VCS sector closer together to deliver comprehensive 3. Promote care and independence by reforming support and care - and we should be collectively services proud that our efforts stand Lambeth in good stead 4. Make Lambeth a place where people want to live, as we continue to emerge from the crisis. work and invest The murders of George Floyd and Sarah Everard were 5. A further fifth pillar was consulted on and agreed appalling crimes that caused deep repercussions in in 2020 articulating our vision in terms of EDI: be our borough, inflicting trauma on our communities passionate about equality, strengthening diversity that needs to be healed and calls to action for and delivering inclusion. institutions that need to be heeded. Each pillar was underpinned by a total of 20 goals to enable the delivery of the ambitions. The Council's The Council sought to work with communities on administration over the four years of the Borough the changes that were needed to make Lambeth Plan set itself four guiding principles that underpinned safer and more equal. Through pioneering work on decision-making, policy implementation, prioritisation diversity in the public realm which engaged younger and allocation of expenditure and delivery of services. people and residents in a debate on the Lambeth of today, and through the publication and launch of our These were: preventing violence among women and girls, we have placed Lambeth in a leadership position to make a 1. Value for money real and lasting difference and to reduce the scourge of attacks on women and girls, calling on men to 2. Tackling inequality change their own behaviours. 3. Transparency global 4. Collaboration It is important to acknowledge the unprecedented In we on Against challenges, doing its ""Our borough the so, Future, backdrop began reflected partners Our Lambeth"" of the these had process what achieved local Borough the to and design Council we this new Plan. and significant global events that occurred during and over the this time, as we collectively sought to deliver on last four years, what we haven't got right and these goals. what we must build on and must remain central to our ambitions as we look forward to 2030."
output_mixed_4_redacted.pdf_ocr_output.csv,24,"EARLY BOOKS AND EARLY READERS AT NOSTELL PRIORY of Nicholas de Lyra, now in the Thomas Fisher Library, Toronto University. In 2012, Peter Kidd identified a further important frag- ment. Los Angeles Public Library holds one quire of eight leaves, with sewing thread still intact, one partial quire of six leaves, and twelve individual leaves, some of them consecutive, others isolated, from a 13th-century miscellany associated with the Priory. The fragments survive with a portion of their original binding, and the front and rear pastedowns. 3 It is difficult to say anything with certainty about the creation, housing and use of monastic books at Nostell, as SO little contextual evidence survives, either locally or nationally. Only ten book lists from Augustinian foundations in England are known, and with the exception of Llanthony Secunda Priory in Gloucester, where some 140 books are recorded, only ten Augustinian houses have more than ten volumes surviving from their libraries.4 The Priory of Merton, for example, was one of the largest in England and its Registrum lists more than 230 titles, yet today only twenty-nine volumes survive, while Leicester Abbey owned more than 1,000 volumes, of which fewer than twenty are known. 5 The Augustinian rule was not prescriptive in its approach to the conduct of religious life, leading to variation in approaches to the chapter of the rule concerned with reading and writing. In England 2. Desiderius Erasmus, De ratione studii ac legendi (Col: Argentorati: apud Iohannem Heruagium, 1524), Purgatio aduersus epistolam non sobriam Martini Luteri (Parisiis : apud Ioannem Roigny, 1534), De puritate ecclesiae Christianae (Parisiis: ex officina Christiani Wecheli, 1536), and De sarcienda ecclesiae concordia (Parisiis : excudebat Christianus Wechelus, 1533). University of Wales Trinity Saint David, Roderic Bowen Library and Archives; Founders Library, ODS 02691, inscribed: 'Pertinet ad dominum Sancti Oswaldi de Nostell'. Biblia latina (Nuremberg: Anton Koberger, [1486-]87 - ISTC iboo614000), Toronto University Library, RB 9689, inscribed: 'Restat Monasterio sancti Oswaldi de Nostell'. Both are recorded in N. R. Ker, Medieval Libraries of Great Britain A List of Surviving Books. Supplement to the Second Edition, edited by Andrew G. Watson (London: Royal Historical Society, 1987), p. 51. 3. Los Angeles Public Library. The manuscript is currently uncatalogued, SO does not have a shelf mark. The author is extremely grateful to Peter Kidd for generously shar- ing his research notes on the Los Angeles Miscellany, see: https://mssprovenance.blog pot.com/2012/I2/an-unknown-ms-from-nostell-priory.html 4. T. Webber and A. G. Watson, eds, The libraries of the Augustinian Canons, Corpus of British medieval library catalogues, vol. 6, pp. xxii-xxiii. 5. The libraries of the Augustinian Canons, p. xxvii. 45"
output_mixed_4_redacted.pdf_ocr_output.csv,25,"CSM FLIGHT PLAN 195:00 SIM EXP STATUS 195:30 SIM EXP STATUS (P20) (-0100) (P20) (-0100) (2.5°DB) (01011) (0.5°DB) (00300) (11101) (11101) _mi) (_1111) ACQ STDN OMNI C LS OPERATE - OPERATE (195:33:00) NOTE: NO REALTIME MC OFF PCM DATA RE- IR OFF CEIVED UNTIL PC SELF TEST - OFF 195:58 UV OFF LS OPERATE - STBY (VERIFY) RCDR ON RADAR ON RCDR OFF REV 55 MODE HF DOFF PGA'S DATA SYS OFF 10 SM/AC PWR - OFF LM DEORBIT BURN :40 TIG: 195:39:13 BT: 1 MIN 56.4 SECS AV: 281.8 FEET/SEC S D SET HGA MAN, WIDE P -16, Y 298 (196:21) HGA PWR - OFF SELECT OMNI C FOR AOS UPDATE: RCDR ON LUNAR SOUNDER T-STOP (196:20) TEI 65 PAD CONFIGURE DSE (HBR/RCD/FMD/CMD RESET) (195:18) FLIGHT PLAN :20 CMC MODE - FREE :50 LS-HF (P20) V22N79 (+000.50) TARGETS (0.5°DB) CMC MODE - AUTO (CRISIUM, SERENI- TATIS, FRA MAURO, APENNINE BENCH) (EULER HILLS) L10H CANISTER CHANGE LS (16 INTO B, STOW 14 IN A3) RCV ONLY LM IMPACT SELECT OMNI B GET: 195:58:25 LAT: 19°56'N. CMDS: (HBR AOS) LONG: 30°32'E. DSE STOP 195:30 196:00 MISSION EDITION DATE PAGE APOLLO 17 FINAL (12/6) 10/23/72 3-304"
