page,text,left,top,width,height
26,"Our hyperconnected inner London, highly urbanised",2502,1782,612,31
26,consequences of an irreversible nature.,1809,1806,460,28
26,location requires us to continue to be led by design,2502,1816,601,31
26,"that reduces traffic and enables people to walk, cycle",2502,1849,626,30
26,"In January 2019, Lambeth became the first London",1809,1871,605,30
26,and use public transport to experience the borough,2502,1882,605,30
26,Borough to declare a climate and ecological,1810,1906,516,30
26,safely and accessibly. This means coming together,2503,1917,597,30
26,emergency and commit to becoming carbon neutral,1809,1939,614,31
26,"and rethinking our transport systems to be inclusive,",2502,1949,612,31
26,across our council buildings and operations by,1809,1971,548,30
26,"enabling healthier, more affordable and sustainable",2502,1982,595,30
26,2030. The Council reached out to residents through,1809,2005,609,29
26,ways to get around the borough including improving,2502,2016,631,31
26,the Citizens' Assembly on the climate crisis and,1809,2036,559,33
26,"our existing network, electric car clubs, e-scooters",2502,2050,594,30
27,THE BOOK COLLECTOR,396,120,308,16
27,whom K has some harsh words despite working for him for several years.,151,189,796,31
27,After speaking about a runner bringing in to Rota a copy of The Road,151,222,800,31
27,"to Oxiana in dust wrapper, for which he was asking £25, K writes about",151,256,799,30
27,"Setitia Butler, who is living proof of the old adage that 'style is character'.",151,289,796,30
27,"Ms Butler, who was later to be the wife of another bookseller, Anthony",151,322,797,29
27,"Simmonds, was distinguished on a few fronts: she was a serious friend of",151,356,802,31
27,"the author, the niece of Robert Byron and one of the last people to see",151,389,798,31
27,Lord Lucan. The afternoon of the day he murdered his nanny with a sec-,150,422,798,29
27,"tion of lead piping, having mistaken her in the dark for his wife, he came",151,456,798,31
27,"to see Setitia, who was then working at Heywood Hill, to settle his ac-",150,489,798,31
27,count. (This in itself is extraordinary though K passes over it.) Many years,151,522,798,30
27,"later, while working at Peter Ellis, K falls into conversation with an ex-",150,556,798,30
27,policeman who had been the first to arrive at the Lucans' house. Here I,150,589,800,31
27,quote the author: 'I would like to have asked him whether Lady Lucan,151,622,798,31
27,was still flushed from having made love with Lord Lucan after the mur-,151,656,798,30
27,"der.' (K's italics.) K may be right; it may have indeed happened like that,",151,689,797,30
27,"before she rushed into the nearby pub screaming ""Murder! Murder!""",151,722,749,30
27,He can be waspish: Anthony Rota was 'a poor judge of character'; Lar-,174,756,775,31
27,kin is a 'paragon of seedy exactitude' whose 'oeuvre exudes impotence';,150,788,797,32
27,"Brodsky was a pompous windbag'. On the other hand, he is hard on him-",151,823,797,31
27,"self as well, continually. He is one of those people who likes to say every-",150,856,799,30
27,"thing, even where prudence suggests otherwise. The result is an absolute",151,889,798,31
27,page-turner. His style is SO immediate that whether one likes the people in,150,923,799,32
27,"the anecdote or not, one just has to know what happens. His footnotes are a",151,956,798,30
27,"delight - for instance, that books in green covers are the hardest to sell. His",151,989,798,31
27,short final chapter concerns a trip to his barber (who is supplied with signed,150,1023,799,31
27,copies of new titles to store away as an investment). K fears his shop will go,151,1056,798,31
27,because of Covid and rising costs. In this way he ends on the same note as he,150,1089,798,30
27,"began, on the remorseless decline in the opportunities for intelligent com-",150,1123,798,31
27,mercial discourse. It is sad to end a spirited book in such a negative way.,151,1156,763,31
27,Henry Wessells,445,1253,209,35
27,FIFTY FORGOTTEN BOOKS,383,1328,333,17
27,By R. B. Russell,462,1357,178,29
27,"(Sheffield: And Other Stories, 2022. 255 pp., many illus, £12.99/$19.95)",155,1389,789,31
27,"For some of us, the most interesting lists of books are descriptive or sug-",151,1456,799,30
27,"gestive, not prescriptive or combative (certain lists are bullies looking for",151,1489,797,31
27,a fight). Ray Russell's list of Fifty Forgotten Books is the sort of genial com-,150,1522,798,31
27,178,531,1593,37,24
28,Lambeth,128,133,343,67
28,2036,127,229,615,215
28,"OUR FUTURE, OUR LAMBETH",131,473,442,28
28,UNDERGROUND,313,963,105,18
28,ROUND,477,1018,94,41
28,NDERGR,651,1021,138,31
28,DIVERSITY,923,1411,519,66
28,THEOLDVIC,809,1768,337,30
28,Lambeth,1175,2192,311,64
29,Docking,1190,900,41,91
30,CSM FLIGHT PLAN,222,915,28,307
30,137:00,298,1855,15,59
30,SIM EXP STATUS,298,1144,16,140
30,137:30,296,982,16,59
30,SIM EXP STATUS,295,273,16,137
30,UPDATE:,308,1693,16,65
30,"SET HGA: MAN, WIDE, P -10, Y 25 FOR AOS",303,500,19,393
30,(+0100),317,1185,19,66
30,(P20),328,1879,19,45
30,TEI 38 PAD,328,1639,16,99
30,(P20),323,1005,19,45
30,(+0100),314,313,19,65
30,(0.5°08),350,1850,19,73
30,SOLAR CORONA PHOTO PAD (137:33),347,1434,21,304
30,(00200),338,1185,19,65
30,(0.5°DB),343,976,19,73
30,(00200),336,313,19,65
30,FLIGHT PLAN,369,1630,16,108
30,(11101),389,1859,19,63
30,(11101),383,986,19,64
30,(_1111),409,1860,20,64
30,(_1111),404,985,19,63
30,SOLAR CORONA PHOTO PAD (SR),401,346,21,265
30,SOLAR CORONA (SUNRISE),464,680,19,213
30,T-START:,461,536,15,75
30,(SR -7 MIN),486,423,20,104
30,:10,697,1856,16,28
30,:40,697,982,15,28
30,PCM BIT RATE - LOW (NEXT 7 MIN) (159°W),772,520,21,374
30,02 FUEL CELL PURGE,853,718,26,177
30,CONFIGURE FOR URINE DUMP,887,1531,16,237
30,LS,887,1194,16,19
30,WASTE WATER DUMP,884,737,16,158
30,LS,885,331,16,21
30,VHF,908,1195,15,29
30,VHF,905,332,15,30
30,CMDS: (AOS +61 MIN),987,1572,19,186
30,DSE REWIND,1009,1640,15,98
30,REV 26,1061,981,15,57
30,PCM BIT RATE - HIGH (180°W),1052,630,20,265
30,:20,1097,1855,15,28
30,:50,1097,982,15,28
30,SAMPLE BUSS (1) - STOW SAMPLE (1),1092,569,20,325
30,DUMP URINE FROM BUSS (1) - STOW,1113,588,19,308
30,CSM EXP/EVA CHECKLIST,1128,1549,16,208
30,SOLAR CORONA (SR) PAGE X/2-9,1156,1471,20,295
30,MAG (99),1197,1689,20,77
30,CMDS: (AOS +69 MIN),1306,1571,20,185
30,DSE RECORD,1327,1639,15,97
30,137:30,1495,1855,16,59
30,VERIFY DSE TAPE MOTION (HBR/RCD/FWD/CMD RESET),1484,1314,21,451
30,138:00,1495,983,16,58
30,MISSION,1541,1319,16,92
30,EDITION,1541,1114,16,89
30,DATE,1541,886,16,54
30,PAGE,1540,736,17,60
30,APOLIO 17,1568,1319,16,88
30,FINAL (12/6),1568,1101,21,117
30,10/23/72,1569,877,17,78
30,3-175,1569,742,16,48
