page,text,left,top,width,height
23,"and authoritative figure at the rostrum, urbane and elegant in a dark",150,172,798,34
23,suit with a fresh buttonhole.,150,210,332,24
23,In 1920 G. D. H. married Gertrude Adelaide Vaughan (1890-,177,247,773,33
23,"1938) and their only son, Anthony, was born at Rhyl in the follow-",152,284,797,34
23,"ing year. They lived at I, Bedford Square until the British Museum",150,322,798,33
23,commandeered part of the back garden to build the new Duveen,151,359,798,34
23,"gallery, when the family moved to Chelsea Park Gardens. Anthony",151,397,798,34
23,"was educated at Eton and New College, Oxford, graduating in",151,434,798,34
23,"modern languages. He served in the Scots Guards from 1941-46,",151,472,796,33
23,"having taken part in the Italian Campaign, then ending up in",151,509,798,34
23,Intelligence. He never lost his upright military bearing. Before em-,151,547,798,34
23,"barking on his career as auctioneer and scholar, he travelled in Italy,",151,584,797,34
23,"Greece, Turkey, Spain and Portugal, adding Italian and Spanish to",151,622,797,34
23,his already fluent French and good German.,150,659,519,33
23,"When G. D. H. died in 1949, Anthony, who had joined the",178,697,771,33
23,"auction house in 1947, became head of the Book Department and",150,734,799,32
23,a Director of Sotheby's. He held these functions until 1971. His,150,772,799,33
23,scholarship during these years is evident from the well-researched,150,808,798,35
23,"catalogues, many written by himself. He masterminded a number",150,847,798,33
23,"of important sales, such as those of the Dyson-Perrins Collection of",151,884,802,33
23,"medieval manuscripts (1958-60), the books and bindings belonging",151,921,797,34
23,"to Major J. R. Abbey (1965-78), and perhaps the most famous of all,",150,958,797,34
23,the residue of the enormous collection of books and manuscripts of,150,997,803,32
23,"Sir Thomas Phillipps, lasting from 1965 to 1977. He recruited a team",151,1034,797,33
23,"of experts, among whom were Andreas Mayor and Christopher de",151,1071,798,35
23,"Hamel, who, in a charming personal recollection of his former boss,",150,1108,797,34
23,"emphasised Anthony's erudition, astonishingly retentive memory",152,1147,798,34
23,"and 'relentless industry""2. Disenchanted with changes in the compa-",150,1183,798,34
23,"ny, he resigned in 1977.",150,1222,276,33
23,"In 1959 he had married Tanya Vinogradov (1929-1988), daughter",177,1259,771,33
23,of the historian Igor Vinogradov. They had a son and two daugh-,150,1297,799,34
23,ters and Tanya accompanied Anthony on his extensive travels to,151,1334,798,35
23,"libraries and collections of rare books and bindings, taking many of",150,1372,803,33
23,the photographs that came to illustrate her husband's lectures and,150,1409,798,34
23,publications.,151,1448,150,32
23,"2. The Book Collector, vol. 60, no. 3, Autumn 2011, p. 372.",150,1531,534,25
23,119,533,1608,34,18
24,FLIGHT PLAN,176,922,45,364
24,72:00,295,1927,25,77
24,78:00,292,945,24,77
24,MCC-4,321,1692,23,78
24,72:09,319,1551,25,78
24,S,335,865,23,14
24,T,366,865,23,15
24,D,398,864,23,15
24,EAT,393,489,24,46
24,SIM DOOR JETT,417,1566,25,203
24,72:39,417,1427,24,76
24,N,430,864,23,15
24,73:00,484,1927,24,75
24,79:00,481,944,23,76
24,PC,533,380,23,30
24,REV 2,549,969,24,78
24,UV,547,213,22,31
24,IR,580,211,23,28
24,MC,611,330,24,32
24,74:00,672,1926,25,76
24,80:00,670,943,24,77
24,S,697,862,23,14
24,S,734,1846,23,14
24,T,727,863,24,14
24,T,764,1846,24,15
24,EAT,764,1442,24,46
24,D,761,861,22,15
24,"P52, OPT 3",762,646,29,156
24,D,796,1846,23,15
24,N,792,861,23,15
24,MNVR TO BURN ATT,809,549,24,251
24,N,828,1845,23,15
24,PREP FOR CIRC,840,597,24,201
24,75:00,861,1926,24,77
24,81:00,858,941,24,78
24,"P52, OPT 3, OPT 1",872,1522,30,260
24,WASTE WATER DUMP,907,550,27,250
24,REV 3,947,965,25,78
24,CIRC,957,724,25,62
24,GETI: 81:31:48.8,956,223,26,264
24,BT:,990,445,23,40
24,08.7 SEC,989,253,25,123
24,AV:,1022,445,22,41
24,137.5 FPS,1020,238,25,138
24,PREP FOR LOI,1037,1597,24,184
24,76:00,1051,1926,24,75
24,82:00,1048,940,24,78
24,BURN STATUS REPORT,1046,517,25,280
24,ORBIT: 60.3 X 59.3,1051,206,26,280
24,S,1106,859,23,14
24,LiOH CANISTER CHANGE,1109,490,25,311
24,T,1137,858,23,16
24,PRE-SLEEP,1140,659,24,140
24,D,1170,858,23,16
24,P20 (-X FWD),1168,613,33,184
24,N,1202,858,22,15
24,77:00,1240,1923,24,77
24,83:00,1238,939,23,78
24,LOI,1265,1723,24,45
24,GETI: 77:09:07.0,1265,1203,26,268
24,UV,1257,210,23,31
24,BT: 5 MIN 10.5 SEC,1296,1171,26,295
24,IR,1288,207,24,28
24,AV: 4033.2 FPS,1328,1235,25,233
24,REV 4,1325,962,25,79
24,REST,1320,427,25,61
24,ORBIT: 169.9 X 59.6,1360,1155,25,313
24,(8 HR),1350,426,30,87
24,BURN STATUS REPORT,1388,1499,25,283
24,78:00,1429,1923,24,76
24,P20 (+X FWD),1417,1598,30,184
24,84:00,1426,938,24,78
24,MISSION,1487,1726,26,148
24,EDITION,1487,1495,26,138
24,DATE,1486,1214,26,87
24,TIME,1485,864,26,81
24,DAY/REV,1483,510,28,161
24,PAGE,1483,348,25,91
24,APOLLO 17,1537,1728,25,140
24,CSM ONLY ALT,1538,1469,24,187
24,23 OCT 1972,1537,1162,25,173
24,72:00 - 84:00,1536,808,24,202
24,4/1-4,1534,553,26,77
24,6-43,1529,358,26,63
24,FLIGHT PLANNING BRANCH,1585,871,28,408
25,Managing Breathing Difficulties,480,113,692,46
25,WHY DO I FEEL BREATHLESS?,117,201,570,33
25,It is common for people who have had Covid-19 to feel breathless. Some of your breathing difficulties,117,264,1374,35
25,"may not have got better yet. You may be taking quicker, shorter and shallower breaths. You may",118,302,1313,34
25,notice that your shoulders are raised as you tense up and try and take in more air. Breathlessness can,117,339,1379,35
25,also be made worse by anxiety.,117,376,415,31
25,If you feel anxious and worried about being breathless this can make your muscles tense and cause your,117,436,1412,34
25,heart to beat faster. This can then make you breathe faster and make your breathlessness and anxiety,118,473,1387,33
25,worse. That is why it is important to stay in control of your breathing.,116,510,938,33
25,Some of the reasons why you still feel breathless are:,117,581,707,32
25,You may be producing too much mucus (fluid that coats and protects the inside of your airways).,171,633,1315,35
25,You may have a chesty cough.,171,688,404,31
25,You may be less fit than you used to be because you're not moving about and exercising as much.,171,740,1325,34
25,Covid-19 may have caused some damage to your lungs.,172,794,754,32
25,Your blood is pooling in the lower part of your body making you feel short of breath when you stand,171,847,1371,35
25,up.,173,892,41,24
25,You have residual inflammation in your lungs and/or,170,938,710,32
25,If your breathlessness gets,1029,926,421,31
25,blood vessels.,173,975,185,25
25,"worse suddenly, for no",1064,967,351,31
25,"apparent reason, you should",1020,1009,439,32
25,You may be anxious.,171,1029,280,31
25,speak to your GP or call 111,1008,1050,463,32
25,Let's take a moment and have a think about what normal,118,1089,772,27
25,breathing should look like.,117,1126,352,32
25,"Normal breathing should be something you do without even thinking about it, it should be easy to do",118,1182,1379,35
25,and you should breathe in through your nose. When we breathe in this way the air is filtered to remove,117,1219,1399,35
25,any bacteria and dust. It's warmed up so it's the right temperature for your lungs and it becomes wet,117,1256,1364,34
25,in your nose. Normal breathing should be quiet. Your breath out should be slightly longer than your,118,1293,1358,34
25,breath in.,118,1332,131,25
25,"The diaphragm is the main muscle that controls your breathing. When we breathe in, the diaphragm",116,1382,1358,35
25,"pulls your ribcage down, sucking air into your lungs. When you breathe out, the diaphragm relaxes and",118,1419,1406,35
25,you let go of the air. Breathing out should require no effort whatsoever. When you don't breathe like,116,1456,1365,35
25,this you use up more energy and can get tired easily.,116,1494,703,32
25,Inspiration,363,1572,88,17
25,Expiration,756,1569,83,17
25,Automatic,970,1631,249,44
25,Effortless,1295,1631,228,44
25,Thoracic cavity,124,1832,116,17
25,Thoracic cavity,537,1829,116,17
25,expands,124,1850,65,17
25,reduces,537,1846,62,15
25,Quiet,1032,1831,132,44
25,Nasal,1340,1830,138,44
25,External intercostal,125,1888,146,15
25,External intercostal,538,1884,147,14
25,muscles contract,124,1907,135,14
25,muscles relax,537,1902,111,14
25,Diaphragm,125,1965,83,16
25,Diaphragm,329,2093,76,16
25,contracts,329,2112,63,12
25,Diaphragm,715,2107,76,16
25,relaxes,715,2125,50,13
25,Image Credit: OpenStax College,571,2169,354,26
25,Long Covid Workbook 27,1218,2229,323,29
26,What's Next?,697,114,292,36
26,"After finishing this workbook, you may be thinking - what now? This is a normal feeling, but remember, this is",95,199,1493,35
26,just one step on your self management journey.,93,238,650,33
26,"This workbook has given you a lot of information and advice to help you understand your Long Covid, and to",95,307,1471,35
26,"live well with Long Covid. By now you will now know that Long Covid recovery isn't about the quick fix, but",96,343,1444,35
26,"how to manage your symptoms. There will be times when you feel your symptoms are getting worse, and",96,380,1430,35
26,times where you feel you are improving - this is all a part of the journey. You can continue to be flexible in,95,416,1447,35
26,your approach to self management of your symptoms.,95,455,733,33
26,"If you are still struggling with managing your symptoms, or those symptoms change, please consult your GP or",96,524,1502,35
26,Healthcare Professional.,97,563,321,27
26,"In future, please think about this workbook as your 'GO TO' for help and advice. Use it as a reminder of all the",95,631,1493,34
26,great work you have done and any improvements you may have made.,96,670,962,33
26,Use the following pages to guide how to think about what you have learned.,96,739,1030,34
26,74 Long Covid Workbook,117,2229,334,29
27,FLIGHT PLAN,122,976,46,314
27,MCC-H,174,1818,26,101
27,0153 CST,164,1611,25,123
27,NOTES,175,274,27,104
27,77:00,210,1613,24,76
27,DAP LOAD STATUS,226,280,27,229
27,(21101) (_1111),255,297,36,207
27,:20,395,1613,24,41
27,:40,581,1612,25,42
27,S,730,1528,23,14
27,78:00,767,1613,25,76
27,T,761,1528,22,13
27,REST PERIOD,751,934,26,170
27,D,792,1527,22,14
27,(8 HOURS),781,955,31,130
27,PTC,769,600,24,44
27,N,823,1527,22,15
27,:20,951,1611,24,40
27,:40,1136,1610,24,41
27,79:00,1321,1610,24,75
27,MISSION,1366,1650,26,132
27,EDITION,1365,1422,26,124
27,DATE,1364,1151,25,76
27,TIME,1364,816,25,69
27,DAY/REV,1363,456,27,138
27,PAGE,1365,292,26,84
27,APOLLO 17,1406,1649,25,136
27,FINAL (12/6),1404,1396,32,178
27,10/23/72,1405,1137,30,121
27,77:00 - 79:00,1404,749,26,198
27,4/TLC,1404,481,26,77
27,3-70,1406,307,24,63
27,FLIGHT PLANNING BRANCH,1444,820,31,427
28,"28 Lambeth 2030 Our Future, Our Lambeth",76,74,457,23
28,"Lambeth 2030 Our Future, Our Lambeth",2771,74,410,22
28,29,3199,75,28,19
28,Our,156,242,149,69
28,2030,159,335,632,221
28,2 - Making Lambeth One of,880,331,1777,139
28,The Safest Boroughs in London,877,480,2083,137
28,ambition,158,580,340,69
28,"By 2030, Lambeth will be one of the safest boroughs in London,",1811,741,1315,55
28,where everyone feels safe and secure - in all places.,1809,804,1066,52
28,"Everyone has the right to be safe from harm, violence,",1810,917,642,31
28,people and those with special educational needs,2502,917,582,30
28,and crime. Making our neighbourhoods safer for,1809,950,577,31
28,and/or disabilities to get the support they need. As,2501,949,605,31
28,everyone is a primary concern for communities across,1809,983,643,30
28,"we enter a digital first society, we must focus on",2501,983,572,30
28,"the borough, and our ambition is to make Lambeth",1809,1017,608,31
28,making sure we can all be safe from online harm and,2502,1017,629,31
28,one of the safest boroughs in London by 2030.,1809,1050,560,29
28,exploitation. Levels of road casualties in the borough,2502,1050,625,30
28,"are also deeply concerning, and we need to work",2502,1084,591,30
28,"In Lambeth, we know the reality of being and feeling",1810,1116,620,30
28,together to tackle the threat posed by motor vehicles,2501,1117,632,31
28,unsafe can affect us all but that it is felt differently,1809,1150,584,29
28,to people walking and cycling in Lambeth.,2501,1150,503,30
28,across the borough. Many of our young people suffer,1809,1183,635,30
28,from the devastating consequences of crime and,1809,1217,584,30
28,"To do this, we will focus on tackling the root causes",2501,1217,615,30
28,"violence that impacts them, their families, and their",1808,1250,605,30
28,of crime and violence - structural inequality and,2502,1250,566,29
28,local communities. Across the country women and,1809,1283,604,29
28,discrimination - as well as the disproportionate,2502,1283,556,29
28,girls experience feeling unsafe and restricted in public,1809,1317,636,31
28,outcomes. We will continue to remain responsive and,2502,1317,636,29
28,"and in private spaces and suffer unacceptable abuse,",1809,1350,637,30
28,"adaptive to the needs of all our communities, and we",2502,1350,632,29
28,losing their lives to male violence. We know those,1808,1383,590,31
28,will work harder to understand what matters to our,2501,1383,607,25
28,in our LGBTQ+ communities have felt threatened,1809,1417,585,25
28,residents across the borough SO that our collective,2502,1417,603,29
28,and unsafe in their local neighbourhoods and that,1809,1450,591,29
28,interventions can be more proactive and focussed.,2500,1450,605,30
28,sometimes our residents don't feel as safe as they,1810,1483,598,28
28,We will also create a safer public realm by ensuring,2501,1483,608,29
28,SAFER,915,1487,469,97
28,would like on our streets and estates. We also,1808,1517,550,25
28,"that, through the Safer Business Partnership, licensed",2501,1517,642,31
28,know that domestic abuse and sexual violence can,1809,1551,610,25
28,premises and other business in the borough are,2502,1550,570,30
28,"affect anyone, regardless of their age, background",1809,1583,598,31
28,equipped to support our ambition to make Lambeth,2502,1583,620,30
28,"or gender identity, through different forms including",1809,1617,606,30
28,one of the safest boroughs in London.,2502,1618,454,28
28,"emotional, psychological and controlling behaviour.",1809,1650,606,30
28,"As a borough, we must strive to ensure that we",2501,1684,567,29
28,"As well as people experiencing this now, Lambeth's",1808,1718,615,30
28,identify the needs of the family early and provide,2501,1717,574,29
28,communities also carry the pain and trauma of historic,1809,1750,646,30
28,interventions which reduce risk SO children and,2502,1750,557,25
28,instances of violence and crime. This must end.,1808,1784,568,25
28,young people can grow up safely in their families and,2502,1783,631,31
28,"Our ambition is challenging, but we are determined",1809,1817,608,30
28,communities and get the right help at the right time.,2501,1817,617,29
28,to deliver the change that is necessary to achieve,1808,1851,589,30
28,Our children deserve to grow up in families where they,2502,1850,646,30
28,this goal.,1808,1885,107,27
28,"are protected from the impact of domestic abuse, and",2502,1884,646,29
28,we must ensure all children's practitioners across the,2501,1918,630,29
28,"This does not only mean reducing crime, but also",1808,1950,589,30
28,borough have the skills and training to identify abuse,2502,1950,626,30
28,reducing the fear of crime by working collectively,1809,1984,581,30
28,and intervene to reduce risks for children and we will,2502,1983,625,25
28,across Lambeth to keep all our residents safe and,1809,2018,596,29
28,do this in collaboration with our partners across the,2502,2018,611,28
28,"secure - in homes and schools, colleges, on streets",1809,2051,618,28
28,borough to ensure families get the right help at the,2502,2051,601,29
28,"and public spaces, as well as on public transport.",1809,2084,590,29
28,right time SO they can thrive and succeed.,2502,2084,501,30
28,"Importantly, this includes safeguarding our residents",1809,2118,618,29
28,with vulnerabilities including children and young,1808,2151,564,29
29,Let's look at the example of 'Anne':,118,100,557,33
29,'Before having Long Covid I used to enjoy walking every week with my friend. This helped both my,115,165,1345,35
29,"physical and mental health. Now I can't do this I feel very down, as it is just too tiring for me.'",117,203,1258,35
29,Try to think about or write down what values are behind why Anne loves walking with her,116,262,1454,36
29,friend:,116,301,106,25
29,"Examples of what values could be part of this activity are: connection, adventure, communication,",118,467,1330,33
29,friendship.,116,505,146,31
29,Now with a values approach let's see what Anne does now:,118,564,942,33
29,"'It was not until I thought about it, being out in the open air somewhere new and having that",115,630,1266,34
29,"connection with my friend was what mattered to me. We now meet somewhere for a picnic, snack or",117,667,1373,34
29,coffee; we've gone to so many new spots and still enjoy the time together like before.',117,704,1155,34
29,Another helpful way to start identifying your values is by reflecting on times when you felt really good,116,763,1381,35
29,about yourself and really confident that you were making good choices. You could ask yourself the,117,801,1332,34
29,following questions:,117,838,277,33
29,1. When was I the happiest?,118,890,389,31
29,What was I doing during this time?,171,943,451,32
29,Who was I with?,171,997,213,25
29,Where was I?,171,1051,169,25
29,2. When was a time that I felt proud?,116,1250,510,32
29,Why was I proud?,171,1304,232,31
29,Did anyone else share my pride?,173,1357,419,31
29,What other factors contributed to me feeling proud?,171,1411,680,33
29,3. When was a time that you felt most fulfilled and satisfied?,116,1625,824,32
29,What need or desire was fulfilled?,171,1678,441,27
29,How and why did the experience give your life meaning?,173,1732,733,33
29,What other factors contributed to your feelings of fulfilment?,171,1785,782,33
29,4. Why is each experience important and memorable?,116,1976,742,32
29,What do you think some of the values are underpinning these experiences?,172,2028,973,33
29,Long Covid Workbook 53,1219,2228,323,28
30,"40 Lambeth 2030 Our Future, Our Lambeth",77,75,456,21
30,Our Partnership,159,278,1169,142
30,Commitment,158,430,962,114
30,Lambeth 2030 sets out a borough commitment to work,156,745,1310,52
30,"in partnership, harnessing what makes Lambeth special.",157,805,1328,54
30,Achieving our shared vision and ambitions for the future can,153,911,1285,48
30,only be done together. This is a call to action for a collective,156,971,1277,49
30,approach to creating a borough fit for the future.,157,1032,1029,48
30,Lambeth will be a borough of partnership - where,156,1145,615,27
30,Lambeth Council,881,1145,202,22
30,"institutions, businesses, residents, community",156,1179,570,27
30,Health and Wellbeing Board,881,1187,331,27
30,groups and organisations and strategic partnerships,156,1212,645,27
30,Safer Lambeth Partnership,880,1228,319,27
30,work together to solve the biggest challenges,156,1245,564,27
30,facing the borough.,156,1279,240,27
30,Lambeth Together,881,1269,218,27
30,South East London Integrated Care Board,881,1310,503,27
30,"Importantly, we want Lambeth partnerships to be",157,1345,608,27
30,Black Thrive Partnership,881,1350,288,27
30,inclusive and representative. This is reflected in the,156,1379,631,27
30,Lambeth BIDS,881,1393,174,22
30,establishment of two new strategic partnerships:,156,1412,601,27
30,"the Lambeth 2030 Partnership, which will oversee",155,1445,636,26
30,Lambeth Forum Network,881,1434,299,22
30,the delivery of our ambitious borough plan; and,155,1479,586,28
30,Lambeth Community Hubs Network,881,1475,432,27
30,the Lambeth United Equity and Inclusion,156,1512,532,27
30,Lambeth Sanctuary Forum,880,1516,319,27
30,"Partnership, leading our work to become a",157,1545,539,27
30,Kings College London,881,1557,263,28
30,borough of equity and justice. Both partnerships,157,1579,597,27
30,"will work with existing forums and collaborations, to",156,1612,642,27
30,London South Bank University,881,1599,362,27
30,make Lambeth the best borough it can be.,156,1645,526,27
30,Metropolitan Police,880,1640,228,27
30,Climate Partnership Group,880,1680,317,27
30,"Some of the borough's key organisations,",156,1712,513,27
30,Air Quality Forum,880,1722,206,27
30,partnerships and forums working together for a,157,1745,585,27
30,better Lambeth:,156,1779,196,21
30,Lambeth is lucky enough to have hundreds more,849,1796,606,28
30,"groups and organisations, from grassroots to those",849,1830,634,27
30,"with a global profile, working to make a difference",849,1863,616,28
30,for Lambeth. We continue to be led by pioneering,848,1897,613,28
30,"individuals, driven by their love for the borough.",849,1930,587,28
30,Lambeth 2030 is not a future for some of us - but,850,1963,612,22
30,a future for all of us.,849,1997,245,23
30,Let's do this together.,849,2063,266,27
30,This is Our Future; This is Our Lambeth.,848,2126,629,31
